id,y_true,y_pred,absolute_error
1765809015.60682,145.0,127.74392637481652,17.256073625183475
1765809017.986306,164.0,184.2482553409274,20.248255340927386
1765809020.408488,208.0,234.5625617463204,26.562561746320398
1765809022.431201,186.0,192.74412541087818,6.744125410878183
1765809024.472766,293.0,201.76225333366776,91.23774666633224
1765809026.505413,60.0,77.61585398627122,17.61585398627122
1765809028.529344,128.0,70.43285917378927,57.56714082621073
1765809030.55381,332.0,224.18319046903133,107.81680953096867
1765809032.647952,232.0,188.95914235039012,43.040857649609876
1765809034.650663,72.0,55.92573194711963,16.07426805288037
1765809036.658848,270.0,234.81321831547382,35.18678168452618
1765809038.665726,127.0,121.26602824875867,5.733971751241327
1765809040.944323,88.0,143.98944581599653,55.98944581599653
1765809042.929111,94.0,90.22411310941467,3.7758868905853262
1765809044.933322,132.0,124.76847628186009,7.231523718139911
1765809046.946161,104.0,95.36791596218535,8.63208403781465
1765809048.9857,116.0,40.71485586505629,75.2851441349437
1765809051.019984,25.0,146.1447336710272,121.14473367102721
1765809053.02416,202.0,134.03875571890114,67.96124428109886
1765809055.028099,200.0,118.33354037468811,81.66645962531189
1765809057.064581,85.0,52.65861830237179,32.34138169762821
1765809059.15099,147.0,175.4768538349034,28.47685383490341
1765809064.136573,232.0,188.95914235039012,43.040857649609876
1765809066.387223,95.0,138.27758136325824,43.277581363258236
1765809068.461239,48.0,71.6233185615158,23.623318561515802
1765809070.508088,87.0,114.96732205941937,27.967322059419374
1765809072.686193,202.0,144.8103089411726,57.18969105882741
1765809074.592035,128.0,162.6812687077822,34.68126870778221
1765809076.597047,84.0,92.17234650105044,8.172346501050441
1765809078.649304,91.0,178.53021584298943,87.53021584298943
1765809080.664808,216.0,171.58241468974302,44.41758531025698
1765809082.698554,42.0,124.41561760139221,82.41561760139221
1765809084.996284,138.0,173.70699550306165,35.70699550306165
1765809088.220787,71.0,108.28467283911432,37.28467283911432
1765809090.265759,280.0,239.23281831252189,40.767181687478114
1765809092.396122,230.0,137.72314426706157,92.27685573293843
1765809094.537062,182.0,120.24409476549157,61.75590523450843
1765809096.543446,232.0,188.95914235039012,43.040857649609876
1765809098.633051,172.0,142.9654618041664,29.03453819583359
1765809100.742059,185.0,142.41100255594134,42.58899744405866
1765809102.747859,53.0,94.06267555395293,41.06267555395293
1765809104.718678,115.0,134.07020102893912,19.070201028939124
1765809106.723055,230.0,291.4170292522082,61.41702925220818
1765809108.734623,63.0,59.05405241472806,3.945947585271938
1765809110.744614,219.0,144.33762512820655,74.66237487179345
1765809112.751168,97.0,124.91826403329819,27.918264033298186
1765809114.758252,107.0,108.97453871427217,1.974538714272171
1765809116.762176,141.0,169.5162795982879,28.516279598287895
1765809118.765866,53.0,127.49424296969676,74.49424296969676
1765809120.794824,225.0,224.60574814019915,0.3942518598008462
1765809122.84655,281.0,234.2143618759019,46.785638124098114
1765809124.850262,65.0,103.0438352822417,38.0438352822417
1765809126.853709,104.0,157.37976123389922,53.37976123389922
1765809128.857112,198.0,204.83248540372387,6.832485403723865
1765809130.892515,58.0,164.87113235751582,106.87113235751582
1765809132.905971,129.0,154.88681619689794,25.88681619689794
1765809134.922146,91.0,178.53021584298943,87.53021584298943
1765809136.925805,187.0,140.63167075673576,46.36832924326424
1765809138.929338,53.0,94.06267555395293,41.06267555395293
1765809140.93628,127.0,168.95402202349865,41.95402202349865
1765809142.940568,281.0,256.397801853062,24.602198146938008
1765809144.953588,174.0,182.19909116866293,8.199091168662932
1765809146.95702,55.0,83.7526957769648,28.7526957769648
1765809148.961022,64.0,113.9112222925568,49.9112222925568
1765809150.96502,55.0,83.7526957769648,28.7526957769648
1765809152.969371,39.0,59.33291067850715,20.332910678507147
1765809154.972077,158.0,91.56130254797867,66.43869745202133
1765809157.039959,66.0,176.0093155070243,110.0093155070243
1765809159.042895,102.0,112.11717223255454,10.117172232554537
1765809161.401138,200.0,148.44648664633934,51.55351335366066
1765809163.406624,196.0,160.2426955369772,35.75730446302279
1765809165.268425,191.0,122.15442382585175,68.84557617414825
1765809167.272235,199.0,119.27445469127018,79.72554530872982
1765809169.276937,200.0,148.44648664633934,51.55351335366066
1765809171.280311,303.0,265.002965087133,37.99703491286698
1765809173.284505,113.0,156.9270492232805,43.927049223280505
1765809175.288381,200.0,136.15406240793038,63.84593759206962
1765809177.291803,55.0,41.58801343073057,13.41198656926943
1765809179.298012,135.0,129.43241690302176,5.56758309697824
1765809181.62726,140.0,174.7789763289737,34.7789763289737
1765809183.890007,261.0,236.69930416288773,24.300695837112272
1765809185.902054,178.0,193.99383833114837,15.993838331148368
1765809187.906752,270.0,234.81321831547382,35.18678168452618
1765809189.92011,75.0,74.67830709279639,0.3216929072036123
1765809192.300932,75.0,69.43671115685167,5.563288843148328
1765809194.413933,88.0,112.64888885541762,24.648888855417624
1765809196.643151,99.0,227.52530878958123,128.52530878958123
1765809199.105852,51.0,76.99736974329231,25.99736974329231
1765809200.701971,135.0,129.43241690302176,5.56758309697824
1765809202.705988,74.0,87.88350447503666,13.88350447503666
1765809204.710467,132.0,243.84710261248696,111.84710261248696
1765809206.718247,214.0,130.7043253599967,83.29567464000331
1765809208.722622,65.0,103.0438352822417,38.0438352822417
1765809210.740763,85.0,146.1662747814402,61.166274781440194
1765809212.952193,171.0,175.6411842576668,4.641184257666794
1765809214.958382,244.0,184.82620243808697,59.173797561913034
1765809217.134101,173.0,204.07177882256616,31.07177882256616
1765809219.149721,47.0,48.46744384415787,1.46744384415787
